"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Intelligenza Artificiale per la cura del diabete mellito: opportunità e prospettive future","https://scispace.com/paper/intelligenza-artificiale-per-la-cura-del-diabete-mellito-48pgq7m0w0","2024","Journal Article","Il Diabete","","10.30682/ildia2304g","","Diabetes mellitus is globally prevalent, with the International Diabetes Federation predicting 783 million cases by 2045. Type 2 diabetes (T2DM) is the seventh leading cause of death and poses a significant economic burden on global healthcare, demanding innovative approaches amid resource constraints. Moreover, the increasing volume of data requires advanced computational tools for analysis and therapeutic decision support. Digital technologies, particularly artificial intelligence (AI), offer promising solutions. AI, capable of complex tasks like reasoning and language recognition, leverages digitalization in diabetes care, handling electronic health records, imaging diagnostics, and laboratory data. Machine learning, an advanced form of AI, outperforms traditional data analysis by automatically identifying patterns and generating predictions without specific programming. Emerging technologies utilizing natural language processing and machine learning accelerate the digital transformation, enhancing cognitive capabilities. AI applications in diabetes span screening, classification, and therapy management. Predictive models utilizing machine learning algorithms achieve high accuracy in early diabetes risk identification and aids in understanding T2DM heterogeneity, crucial for precision medicine initiatives. Diagnostic AI tools, particularly for retinopathy, neuropathy, and diabetic foot, enhance accessibility and clinical decision-making. AI’s role extends to predicting and preventing complications, such as ulcers and hypoglycemic events. Challenges include data privacy concerns, algorithmic bias, and the need for transparent decision-making processes. Rigorous optimization of AI data inputs is crucial to avoid misleading outputs. While AI offers tremendous benefits, ethical considerations, regulatory frameworks, and human oversight remain critical for responsible and effective implementation in diabetes care.","Artificial intelligence’s role extends to predicting and preventing complications, such as ulcers and hypoglycemic events, and the need for transparent decision-making processes remains critical for responsible and effective implementation in diabetes care."
"AI-Powered Diabetes Precision Health: From Data to Action","https://scispace.com/paper/ai-powered-diabetes-precision-health-from-data-to-action-xlfbnt21jp25","2025","Journal Article","NEJM AI","Jia Nie
Carol Renfrew Haft
Ashley Xia
Xujing Wang","10.1056/aip2500475","","Diabetes has become a major public health challenge due to its high prevalence and chronic nature, with many individuals managing the condition for decades. The vast heterogeneity in diabetes necessitates personalized approaches to its prevention, diagnosis, treatment, and prognosis. Recently, the National Institute of Diabetes and Digestive and Kidney Diseases at the National Institutes of Health convened experts from the fields of diabetes and AI to identify and discuss existing gaps, as well as potentially transformative opportunities and actionable items enabled by recent advancements in AI. One prominent theme that has emerged from this discussion was the considerable potential of AI in Diabetes Precision Health, a field that warrants greater attention. The purpose of this article is to describe the opportunities and challenges identified during the workshop and outline potential strategies recommended by workshop attendees to advance this promising field. ","This article discusses the potential of AI in Diabetes Precision Health, highlighting opportunities and challenges identified by experts in a workshop convened by the National Institute of Diabetes and Digestive and Kidney Diseases."
"Artificial Intelligence in Diabetes Care: Transforming Diagnosis, Management, and Research- A Mini Review","https://scispace.com/paper/artificial-intelligence-in-diabetes-care-transforming-46u0hcelyef1","2024","Journal Article","","Odette Agnes Regina","10.59298/jcas/2024/91.1114000","","Artificial intelligence (AI) is revolutionizing diabetes care by transforming the landscape of diagnosis, management, and research. This review explores the diverse applications of AI in diabetes, including predictive modeling, personalized treatment strategies, clinical decision support systems, and drug discovery. The integration of AI with advanced data analytics, machine learning algorithms, and big data has enabled more accurate risk prediction, early disease detection, and optimized therapeutic interventions. Challenges such as data privacy, algorithm transparency, and clinical validation are also discussed. Overall, AI holds immense promise in reshaping the future of diabetes care, enhancing patient outcomes, and advancing scientific understanding. The existing literature on the involvement of AI in diabetes mellitus care is summarised in this review. A thorough search of the literature was done with databases such as PubMed, Google Scholar, and Web of Science. Keywords: Artificial intelligence, AI, Diabetes mellitus, Personalized medicine ","This mini-review explores AI's transformative impact on diabetes care, encompassing predictive modeling, personalized treatment, and clinical decision support, while discussing challenges and opportunities for enhanced patient outcomes and scientific understanding through AI-driven data analytics and machine learning."
"Artificial Intelligence in Diabetes Management: Revolutionizing the Diagnosis of Diabetes Mellitus; a Literature Review","https://scispace.com/paper/artificial-intelligence-in-diabetes-management-1byjik15qt","2024","Journal Article","shiraz e medical journal","Alireza Keshtkar
Nazanin Ayareh
Farnaz Atighi
R.M. Hamidi
Parsa Yazdanpanahi
A. Karimi
Arzhang Naseri
Fatemeh Hosseini
Mohammad Hossein Dabbaghmanesh","10.5812/semj-146903","","Context: The diagnostic methods for diabetes mellitus (DM), a chronic metabolic disorder characterized by elevated blood sugar levels, are rapidly evolving thanks to artificial intelligence (AI), particularly machine learning (ML) and deep learning (DL). This review explores the applications of AI in risk assessment and diagnosing different types of diabetes. Evidence Acquisition: The review highlights the effectiveness of various ML models, including support vector machines (SVMs), random forests (RFs), and DL techniques like convolutional neural networks (CNNs), in achieving high diagnostic accuracy. Challenges include limited data availability, interpretability of complex models, and the need for standardized performance metrics. Results: Machine learning methods like SVMs and RFs are highly effective at diagnosing different types of diabetes, and DL techniques like CNNs also show great promise. Conclusions: Overall, AI has immense potential to revolutionize diabetes diagnosis by facilitating risk assessment and early detection, improving treatment efficacy, and preventing severe complications. ","This literature review explores AI's applications in diabetes diagnosis, highlighting the effectiveness of machine learning models like SVMs, RFs, and DL techniques like CNNs in achieving high diagnostic accuracy and revolutionizing diabetes management."
"AI-based diabetes care: risk prediction models and implementation concerns","https://scispace.com/paper/ai-based-diabetes-care-risk-prediction-models-and-53lx211ct4","2024","","npj digital medicine","Serena C Y Wang
Grace Nickel
Kaushik P. Venkatesh
Marium M. Raza
Joseph C. Kvedar","10.1038/s41746-024-01034-7","","The utilization of artificial intelligence (AI) in diabetes care has focused on early intervention and treatment management. Notably, usage has expanded to predict an individual’s risk for developing type 2 diabetes. A scoping review of 40 studies by Mohsen et al. shows that while most studies used unimodal AI models, multimodal approaches were superior because they integrate multiple types of data. However, creating multimodal models and determining model performance are challenging tasks given the multi-factored nature of diabetes. For both unimodal and multimodal models, there are also concerns of bias with the lack of external validations and representation of race, age, and gender in training data. The barriers in data quality and evaluation standardization are ripe areas for developing new technologies, especially for entrepreneurs and innovators. Collaboration amongst providers, entrepreneurs, and researchers must be prioritized to ensure that AI in diabetes care is providing quality and equitable patient care. ","Collaboration amongst providers, entrepreneurs, and researchers must be prioritized to ensure that AI in diabetes care is providing quality and equitable patient care, especially for entrepreneurs and innovators."
"The Use of Artificial Intelligence in the Diagnosis and Treatment of Diabetes","https://scispace.com/paper/the-use-of-artificial-intelligence-in-the-diagnosis-and-5zgpnpaw0imh","2023","Journal Article","","Usame Ömer Osmanoğlu","10.69860/nobel.9786053359104.15","","Artificial intelligence (AI) is increasingly transforming the landscape of diabetes diagnosis and treatment by leveraging data-driven approaches to enhance precision and efficiency in healthcare. AI algorithms analyze vast amounts of patient data, including medical records, genetic profiles, and real-time physiological metrics from wearable devices, to identify patterns and predict disease progression. In diagnostics, AI-powered systems can interpret complex datasets to facilitate early detection of diabetes and its complications, such as diabetic retinopathy and nephropathy, improving clinical outcomes through timely intervention. Furthermore, AI algorithms aid in personalized treatment strategies by optimizing insulin dosing regimens based on individual patient characteristics and response patterns. Machine learning models continue to evolve, offering healthcare providers decision support tools that streamline care delivery, enhance patient monitoring, and tailor therapeutic interventions to achieve better glycemic control and mitigate long-term complications of diabetes mellitus. As AI technologies advance, their integration into clinical practice holds promise for revolutionizing diabetes management, fostering proactive healthcare strategies, and ultimately improving patient outcomes. ","Artificial intelligence transforms diabetes diagnosis and treatment by analyzing vast patient data, predicting disease progression, and facilitating early detection, personalized treatment strategies, and timely intervention, ultimately improving patient outcomes and glycemic control."
"Explainable AI for Diabetes Risk Assessment: Enhancing Clinical Decision Support with Interpretable Machine Learning Models","https://scispace.com/paper/explainable-ai-for-diabetes-risk-assessment-enhancing-sw3ribbir2bn","2025","Journal Article","","C. Sudhakar Reddy
A. Manikandan","10.1109/icscsa66339.2025.11171123","","This paper presents a comprehensive study on the application of Explainable Artificial Intelligence (XAI) for diabetes risk assessment, focusing on the interpretability of machine learning models in clinical decision support systems. While machine learning has demonstrated high accuracy in predicting diabetes, the lack of transparency in decision-making processes limits its adoption in healthcare. We employ interpretable models and model-agnostic explanation techniques such as SHAP (SHapley Additive exPlanations) and LIME (Local Interpretable Model-Agnostic Explanations) to enhance the understanding of predictive outcomes. Using real-world datasets including the PIMA Indians Diabetes Dataset and NHANES, we evaluate both the performance and explainability of various models. Our experiments show that the XGBoost model achieved the highest prediction accuracy of 86.5%, with an AUC-ROC of 0.91, followed by the Neural Network (MLP) with 85.2% accuracy and AUC-ROC of 0.90. Interpretable models like Logistic Regression and Decision Tree reported lower accuracies of 78.2% and 81.0% respectively, but offered high interpretability. The combination of these predictive models with SHAP and LIME enhances clinical applicability by aligning model reasoning with physician insight. Case evaluations demonstrated that LIME's local explanations matched physician reasoning in 87% of tested scenarios.➢ Integration of SHAP and LIME in both training and clinical phases➢ Case-wise physician matching study (87%)➢ Performance-explainability tradeoff analysis across 6 ML models","This study applies Explainable AI (XAI) to diabetes risk assessment, combining interpretable models and model-agnostic explanation techniques to enhance clinical decision support, achieving high prediction accuracy and aligning model reasoning with physician insight."
"Barriers and Facilitators to the Implementation of Artificial Intelligence Enabled Diabetes Interventions in Lower-Middle-Income Countries: A Systematic Review Protocol","https://scispace.com/paper/barriers-and-facilitators-to-the-implementation-of-creqgyjwzy63","2025","Journal Article","","Himanshu Desai
Tarun Reddy Katapally","10.1101/2025.06.01.25328752","","Abstract Background Diabetes represents an emerging global health crisis, with lower-middle-income countries experiencing a fast growth in prevalence. Diabetes care in these regions often faces significant challenges, including inadequate healthcare infrastructure, limited financial resources, a shortage of trained healthcare personnel, and a dual burden of communicable and non-communicable diseases. Artificial intelligence (AI) offers tailored and scalable solutions for addressing these systemic barriers by enabling early diagnosis and risk prediction, integrating diabetes care delivery across all levels of healthcare. However, the successful implementation of AI interventions requires an understanding of the unique infrastructural, technological, socio-political, and cultural factors influencing diabetes care in these regions. Objective This protocol outlines a systematic review to synthesize evidence on the barriers and facilitators to implementing AI-enabled diabetes interventions in lower-middle-income countries, and to examine the specific AI applications being deployed in these settings. Methods A comprehensive literature search will be performed across five databases: Medline, Web of Science, CINAHL, IEEE Xplore, and ACM Digital Library, encompassing peer-reviewed publications from 2015 to 2025. The review will include studies which assess AI-enabled interventions implemented in healthcare settings for diabetes prevention, diagnosis, and management in lower-middle-income countries. Studies that assess the efficacy of artificial intelligence tools without direct evaluation of these tools in clinical decision-making or patient care processes will be excluded. Two independent reviewers will assess studies for inclusion using a predefined search strategy. The reporting of results will adhere to the PRISMA 2020 checklist (1). The risk of bias in individual studies will be evaluated using Hawker’s tool for disparate study designs. Conclusion The findings of this systematic review will identify key considerations for implementing AI technologies in diabetes care and provide evidence to support policymakers, healthcare providers, and technology developers in designing context-appropriate interventions that improve care delivery and health outcomes in lower-middle-income countries. ","This systematic review protocol examines barriers and facilitators to implementing AI-enabled diabetes interventions in lower-middle-income countries, synthesizing evidence on AI applications, infrastructural factors, and cultural influences to inform policymakers and healthcare providers."
"Machine Learning And Artificial Intelligence in Diabetes Prediction And Management: A Comprehensive Review of Models","https://scispace.com/paper/machine-learning-and-artificial-intelligence-in-diabetes-756pe7ncze4b","2024","Journal Article","","Md Ashraful Alam
Amir Sohel
Kh Maksudul Hasan
Mohammad Ariful Islam","10.70937/jnes.v1i01.41","","Diabetes mellitus is a chronic metabolic disorder with significant global prevalence and associated healthcare burdens, necessitating early detection and effective management strategies. The integration of Machine Learning (ML) and Artificial Intelligence (AI) has revolutionized diabetes care, offering innovative approaches to prediction, monitoring, and personalized management. This study conducted a systematic review of 82 high-quality peer-reviewed articles, following the PRISMA guidelines, to provide a comprehensive evaluation of ML and AI applications in diabetes prediction and management. The review highlights the widespread adoption of supervised learning models, such as Random Forest and Support Vector Machines (SVM), which consistently demonstrate high accuracy and reliability in predicting diabetes risk. Ensemble learning methods, particularly Gradient Boosting, emerged as superior techniques for predictive performance, while deep learning models, including Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs), proved effective in analyzing unstructured data such as medical images and time-series glucose data. The integration of AI into wearable devices and mobile health applications has further enhanced real-time monitoring and glycemic control, bridging the gap between technological advancements and practical healthcare solutions. Despite these advancements, challenges such as data imbalance, limited external validation, and the need for explainable AI frameworks persist, underscoring the necessity for methodological rigor and standardization. This review provides critical insights into the current state, limitations, and opportunities of ML and AI in diabetes care, emphasizing their transformative potential in addressing this global health challenge. ","This systematic review of 82 articles evaluates the application of Machine Learning and Artificial Intelligence in diabetes prediction and management, highlighting the effectiveness of supervised learning models, ensemble learning methods, and deep learning models in improving predictive performance and real-time monitoring."
"Machine learning in precision diabetes care and cardiovascular risk prediction","https://scispace.com/paper/machine-learning-in-precision-diabetes-care-and-1d2wex6ls2","2023","","Cardiovascular Diabetology","Evangelos K Oikonomou
Rohan Khera","10.1186/s12933-023-01985-3","","Abstract Artificial intelligence and machine learning are driving a paradigm shift in medicine, promising data-driven, personalized solutions for managing diabetes and the excess cardiovascular risk it poses. In this comprehensive review of machine learning applications in the care of patients with diabetes at increased cardiovascular risk, we offer a broad overview of various data-driven methods and how they may be leveraged in developing predictive models for personalized care. We review existing as well as expected artificial intelligence solutions in the context of diagnosis, prognostication, phenotyping, and treatment of diabetes and its cardiovascular complications. In addition to discussing the key properties of such models that enable their successful application in complex risk prediction, we define challenges that arise from their misuse and the role of methodological standards in overcoming these limitations. We also identify key issues in equity and bias mitigation in healthcare and discuss how the current regulatory framework should ensure the efficacy and safety of medical artificial intelligence products in transforming cardiovascular care and outcomes in diabetes. ","This comprehensive review of machine learning applications in the care of patients with diabetes at increased cardiovascular risk, offers a broad overview of various data-driven methods and how they may be leveraged in developing predictive models for personalized care."
