"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Spatial and spatiotemporal pattern of stroke relative risk in Ghana using Bayesian modelling approach.","https://scispace.com/paper/41577310","2026","Journal Article","Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association","Iddrisu
Takyi
Afriyie
Siddick","10.1016/j.jstrokecerebrovasdis.2026.108567","","Stroke ranks as the second-leading cause of death and third in combined death and disability globally. In Ghana, there is a significant incidence of stroke, yet systematic reviews highlight a lack of comprehensive data on stroke in Sub-Saharan Africa, including Ghana. Additionally, information on the spatial and spatiotemporal distribution of stroke risk across Ghana's 16 regions remains limited. The objective of this study was to study the spatial and spatiotemporal distribution of stroke relative risk, identify regions with high-risk regions and associated predictors."
"Multimodal Echocardiography for Diagnostic Value of Type 2 Diabetes Mellitus Complicated with Left Anterior Descending Artery Stenosis: A Retrospective Case-Control Study.","https://scispace.com/paper/41582349","2026","Journal Article","Current medical imaging","Li
Wu
You
He
Wang
Zhou
Hu","10.2174/0115734056410845251205082610","","Type 2 diabetes mellitus (T2DM) significantly increases the risk of coronary heart disease (CHD), with left anterior descending artery (LAD) stenosis being a critical determinant of prognosis. While coronary angiography (CAG) and coronary computed tomography angiography (CCTA) are standard diagnostic tools, they have inherent limitations. This study aimed to evaluate the clinical value of multimodal echocardiography in assessing LAD stenosis severity in patients with T2DM."
"Endocrine and metabolic determinants of cardiometabolic risk in mild autonomous cortisol secretion.","https://scispace.com/paper/41576621","2026","Journal Article","EBioMedicine","Prete
Abdi
Canducci
van den Brandhof
Albors-Zumel
Jenkinson
Gilligan
Zhang
Visser
Chortis
Najdekr
Jankevics
Lloyd
Winder
Tsagarakis
Lang
Macech
Fell
Vodanovic
Reimondo
Marina
Deutschbein
Balomenaki
O'Reilly
Bednarczuk
Dusek
Diamantopoulos
Asia
Kondracka
Yu
Masjkur
Quinkler
Ueland
Dennedy
Beuschlein
Tabarin
Fassnacht
Ivovic
Terzolo
Kastelan
Young
Manolopoulos
Ambroziak
Vassiliadi
Bancos
Sitch
Taylor
Tino
Biehl
Dunn
Arlt","10.1016/j.ebiom.2026.106126","","Benign adrenal tumours, found in 1-7% of adults, can be non-functioning (NFAT) or show mild autonomous cortisol secretion (MACS), i.e., biochemical cortisol excess without manifestations of Cushing's syndrome (CS). MACS occurs in 20-50% of cases and is linked to increased cardiometabolic burden."
"Endocrine disruption in metabolic disorders: Biomarkers and therapeutic targets.","https://scispace.com/paper/41571379","2026","Journal Article","Advances in clinical chemistry","Ikram
Rehman
Akash
Ameer","10.1016/bs.acc.2025.10.012","","Endocrine-disrupting chemicals (EDCs) are external agents that interfere with normal hormone production, release, movement, attachment, activity, and removal. EDCs operate through various mechanisms, including receptor binding, interference with hormone production pathways, modification of hormone-transporting proteins, or disturbance of hormonal metabolic processes. Evidence links EDCs to several health conditions, including insulin resistance, type 2 diabetes mellitus, obesity, and metabolic syndrome. Fortunately, the field of biomarker discovery for metabolic and endocrine disorders is undergoing rapid transformation, driven by advancements in metabolomics, multi-omics integration, and artificial intelligence (AI)-enhanced diagnostics. Cutting-edge analytical techniques, such as mass spectrometry, nuclear magnetic resonance spectroscopy, and next-generation sequencing, have facilitated the identification of novel biomarkers for early disease detection, prognosis, and treatment monitoring. Metabolomics has played a crucial role in unraveling disease mechanisms, identifying biochemical signatures of metabolic dysfunctions, and bridging traditional and modern medical approaches. However, challenges remain in clinical validation, reproducibility, and specificity of these biomarkers. The incorporation of multi-omics technologies such as genomics, proteomics, and transcriptomic has provided a more comprehensive view of metabolic dysregulation. Future advancements in machine learning, AI-driven data analytics, and single-cell omics are expected to revolutionize precision medicine by enabling personalized treatment strategies and improving clinical outcomes. As biomarker research continues to evolve, the convergence of high-throughput technologies, computational approaches, and clinical validation efforts will be critical in ensuring their translation into routine medical practice."
"Combining thermography and artificial intelligence in comparison with a diabetic foot nurse for diabetic foot ulcer detection: A diagnostic accuracy study.","https://scispace.com/paper/41567416","2026","Journal Article","Digital health","Shara
Alghali
Abu-Ashour
Almnaizel
Sunbul
Baatiah
Attal
Al Attallah
Sawad
Alwashmi","10.1177/20552076261416807","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12816521/pdf","Early detection of diabetic foot complications is essential to prevent ulcers and amputations. Thermographic imaging offers a non-invasive method for identifying risk, but clinical interpretation has traditionally relied on human thermographers. Artificial intelligence (AI) may offer a more scalable and objective alternative."
"Explainable machine learning model of coronary artery disease combined with diabetes: development and validation study.","https://scispace.com/paper/41561116","2025","Journal Article","Frontiers in cardiovascular medicine","Wang
Wang
Liu
Xie
Liang
Wang
Zhang","10.3389/fcvm.2025.1674287","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12812605/pdf","Coronary artery disease (CAD) demonstrates a strong bidirectional association with diabetes mellitus, which not only elevates cardiovascular disease risk but also correlates with poorer clinical prognosis. Prognostication in patients with comorbid CAD and diabetes remains a critical clinical challenge, significantly influencing therapeutic decision-making. Leveraging readily available clinical parameters for predicting adverse outcomes in this population offers substantial clinical value. This investigation employs machine learning algorithms to develop predictive models for prognostic assessment in CAD patients with diabetes comorbidity."
"Pretreatment Circulating Vascular Biomarkers Predict Cancer Therapy-Related Cardiac Dysfunction During HER2","https://scispace.com/paper/41546616","2025","Journal Article","JACC. CardioOncology","Gustafson
Mistry
Ching
Nardi-Agmon
Yu
Steve Fan
Houbois
Amir
Marwick
Abdel-Qadir
McIntosh
Thavendiranathan
Fish","10.1016/j.jaccao.2025.09.004","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12805402/pdf","Blood biomarkers to predict cancer therapy-related cardiac dysfunction (CTRCD) risk remain limited."
"Lifespan Pancreas Morphology for Control Versus Type 2 Diabetes Using AI on Largescale Clinical Imaging.","https://scispace.com/paper/41556492","2026","Journal Article","Clinical anatomy (New York, N.Y.)","Remedios
Cho
Schwartz
Su
Rudravaram
Gao
Krishnan
Saunders
Kim
Bao
Lasko
Powers
Landman
Virostko","10.1002/ca.70077","","Understanding how pancreas size and shape change with normal aging is critical for establishing a baseline to detect deviations in type 2 diabetes and other pancreatic disease. We measure pancreas size and shape using morphological measurements from early development through aging (ages 0-90). Our goals are to (1) identify reliable clinical imaging modalities for artificial intelligence (AI) based pancreas measurement, (2) establish normative morphological aging trends, and (3) detect potential deviations in type 2 diabetes. We analyzed a clinically acquired dataset of 2533 patients imaged with abdominal computed tomography (CT) or magnetic resonance imaging (MRI). The patients did not have cancer, pancreas pathology, sepsis, or trauma. We resampled the scans to 3 mm isotropic resolution, segmented the pancreas using automated methods, and extracted 13 morphological pancreas features across the lifespan. First, we assessed pancreas volume trajectories in 1858 control patients across contrast CT, non-contrast CT, and MRI to determine which modalities provide consistent lifespan trends. Second, we characterized distributions of normative morphological patterns stratified by age group and sex. Third, we used covariate-adjusted generative additive models for location, scale, and shape (GAMLSS) regression to model pancreas morphology trends in 1350 patients matched for age, sex, and type 2 diabetes status to identify any deviations from normative aging associated with type 2 diabetes. We selected CT for the main analyses of this study, since the MRI appeared to yield different pancreas measurements than CT using our AI-based method on this dataset of clinically acquired scans. When adjusting for confounders, the aging trends for 10 of 13 morphological features were significantly different between patients with type 2 diabetes and non-diabetic controls (p < 0.05 after multiple comparisons corrections). Additionally, we characterized normative morphological aging trends of the pancreas across 13 morphological measurements. We provide lifespan trends demonstrating that the size and shape of the pancreas are altered in type 2 diabetes using 675 control patients and 675 diabetes patients. Moreover, our findings reinforce that the pancreas is smaller in type 2 diabetes. Additionally, we contribute a reference of lifespan pancreas morphology from a large cohort of non-diabetic control patients in a clinical setting."
"Fully closed-loop systems: can people with type 1 diabetes just do it? Insights from open-source systems.","https://scispace.com/paper/41555051","2026","Journal Article","Diabetologia","Lal
Braune
Lewis
Petruzelkova
de Bock
Hussain","10.1007/s00125-025-06644-8","","Automated insulin delivery (AID) systems have significantly advanced diabetes management, progressively reducing user interactions required for optimal glucose management. This review evaluates the current landscape and future potential of AID systems without meal announcement, particularly focusing on real-world insights from open-source AID (OS-AID) technologies. Although commercial AID systems operating in hybrid closed-loop (HCL) mode have improved glycaemic outcomes, they remain dependent on manual meal announcement and user-driven actions, limiting their real-world utility. Current versions of OS-AID systems, developed by the diabetes community, can allow operation without meal announcements, presenting an opportunity to move closer to truly automated diabetes management. Recent clinical trials suggest that OS-AID systems can effectively manage glucose levels without meal announcements, achieving glucose levels comparable with those obtained by AID systems in HCL mode, with the potential of reduced management burden for users. However, practical challenges persist, including the need for expert configuration and handling of rapid changes in insulin sensitivity, such as during exercise or rapid glucose fluctuations following predicted low-glucose. This review synthesises insights from user and healthcare professional experiences, and emerging clinical evidence. It highlights the fact that successful implementation of AID without meal announcement requires advanced algorithmic responsiveness, user personalisation and ongoing clinician engagement. Looking forward, integrating adjunctive therapies, artificial intelligence and enhanced physiological modelling will likely enhance system performance to drive the next generation of diabetes care towards wider adoption and true 'set-and-forget' functionality."
"Predicting the diabetic foot in patients with type 2 diabetes mellitus based on machine learning.","https://scispace.com/paper/41546000","2026","Journal Article","Biomedical engineering online","Zhang
Fan
Li
Chen
Yin","10.1186/s12938-025-01494-2","","Diabetic foot (DF) is a severe complication of type 2 diabetes mellitus (T2DM), contributing to significant morbidity and healthcare costs globally. Early prediction and intervention are critical for preventing amputations and improving patient outcomes. However, traditional statistical methods lack the capacity to handle high-dimensional clinical data and identify optimal predictive features. This study aimed to develop and validate machine learning models for DF risk prediction using feature selection strategies based on binary logistic regression and information theory."
