"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Screening for diabetic retinopathy: new perspectives and challenges","https://scispace.com/paper/screening-for-diabetic-retinopathy-new-perspectives-and-4hlh9vdj2m","2020","Journal Article","The Lancet Diabetes & Endocrinology","Stela Vujosevic
Stephen J Aldington
Paolo S. Silva
Paolo S. Silva
Cristina Hernández
Cristina Hernández
Peter H Scanlon
Tunde Peto
Rafael Simó
Rafael Simó","10.1016/S2213-8587(19)30411-5","https://air.unimi.it/bitstream/2434/881134/1/DR_LancetDE_2020.pdf","… , and artificial intelligence for automated detection and classification of diabetic retinopathy, are … Health-care affordability, quality, and accessibility for diabetic retinopathy screening are …",""
"Artificial intelligence in diabetes management: advancements, opportunities, and challenges","https://scispace.com/paper/artificial-intelligence-in-diabetes-management-advancements-35se3f17gj","2023","","Cell reports medicine","Zhouyu Guan
Huating Li
Ruhan Liu
Chun Cai
Yuexing Liu
Jiajia Li
Xiangning Wang
Shan Huang
Liang Wu
Dan Liu
Shujie Yu
Zheyuan Wang
Jia Shu
Xuhong Hou
Xiaokang Yang
Weiping Jia
Bin Sheng","10.1016/j.xcrm.2023.101213","https://www.cell.com/cell-reports-medicine/pdf/S2666-3791(23)00380-4.pdf","… in diabetes care, which may diminish the increase in diabetes-… Here, we review the recent progress in the application of AI … diabetes and then discuss the opportunities and challenges …","The increasing prevalence of diabetes, high avoidable morbidity and mortality due to diabetes and diabetic complications, and related substantial economic burden make diabetes a significant health challenge worldwide. A shortage of diabetes specialists, uneven distribution of medical resources, low adherence to medications, and improper self-management contribute to poor glycemic control in patients with diabetes. Recent advancements in digital health technologies, especially artificial intelligence (AI), provide a significant opportunity to achieve better efficiency in diabetes care, which may diminish the increase in diabetes-related health-care expenditures. Here, we review the recent progress in the application of AI in the management of diabetes and then discuss the opportunities and challenges of AI application in clinical practice. Furthermore, we explore the possibility of combining and expanding upon existing digital health technologies to develop an AI-assisted digital health-care ecosystem that includes the prevention and management of diabetes. "
"Real-World Evaluation of AI-Driven Diabetic Retinopathy Screening in Public Health Settings: Validation and Implementation Study","https://scispace.com/paper/real-world-evaluation-of-ai-driven-diabetic-retinopathy-aqe5aw2ne72e","2025","Journal Article","JMIR medical informatics","Mona Duggal
Anshul Chauhan
Vishali Gupta
Ankita Kankaria
Deepmala Budhija
Priyanka Verma
Vaibhav Miglani
Preeti Syal
Gagandeep Kaur
Lakshay Kumar
Naveen Mutyala
Rishabh Bezbaruah
Nayanshi Sood
Ashleigh Kernohan
Geeta Menon
Luke Vale","10.2196/67529","","… Based on a scoping review, five AI companies that used cloud-based AI (four Indian, one … scalable solutions to improve health care accessibility in resource-constrained contexts across …","Artificial intelligence (AI) algorithms offer an effective solution to alleviate the burden of diabetic retinopathy (DR) screening in public health settings. However, there are challenges in translating diagnostic performance and its application when deployed in real-world conditions. This study aimed to assess the technical feasibility of integration and diagnostic performance of validated DR screening (DRS) AI algorithms in real-world outpatient public health settings. Prior to integrating an AI algorithm for DR screening, the study involved several steps: (1) Five AI companies, including four from India and one international company, were invited to evaluate their diagnostic performance using low-cost nonmydriatic fundus cameras in public health settings; (2) The AI algorithms were prospectively validated on fundus images from 250 people with diabetes mellitus, captured by a trained optometrist in public health settings in Chandigarh Tricity in North India. The performance evaluation used diagnostic metrics, including sensitivity, specificity, and accuracy, compared to human grader assessments; (3) The AI algorithm with better diagnostic performance was integrated into a low-cost screening camera deployed at a community health center (CHC) in the Moga district of Punjab, India. For AI algorithm analysis, a trained health system optometrist captured nonmydriatic images of 343 patients. Three web-based AI screening companies agreed to participate, while one declined and one chose to withdraw due to low specificity identified during the interim analysis. The three AI algorithms demonstrated variable diagnostic performance, with sensitivity (60%-80%) and specificity (14%-96%). Upon integration, the better-performing algorithm AI-3 (sensitivity: 68%, specificity: 96, and accuracy: 88·43%) demonstrated high sensitivity of image gradability (99.5%), DR detection (99.6%), and referral DR (79%) at the CHC. This study highlights the importance of systematic AI validation for responsible clinical integration, demonstrating the potential of DRS to improve health care access in resource-limited public health settings. "
"Diagnostic accuracy of community-based diabetic retinopathy screening with an offline artificial intelligence system on a smartphone","https://scispace.com/paper/diagnostic-accuracy-of-community-based-diabetic-retinopathy-4westqmnda","2019","Journal Article","JAMA Ophthalmology","Sundaram Natarajan
Astha Jain
Radhika Krishnan
Ashwini Rogye
Sobha Sivaprasad","10.1001/JAMAOPHTHALMOL.2019.2923","https://jamanetwork.com/journals/jamaophthalmology/articlepdf/2747315/jamaophthalmology_natarajan_2019_oi_190055.pdf","… diabetic retinopathy with a smartphone-based fundus camera. The use of AI would enable screening for referable diabetic retinopathy in … This study was done on patients with diabetes …","Importance Offline automated analysis of retinal images on a smartphone may be a cost-effective and scalable method of screening for diabetic retinopathy; however, to our knowledge, assessment of such an artificial intelligence (AI) system is lacking. Objective To evaluate the performance of Medios AI (Remidio), a proprietary, offline, smartphone-based, automated system of analysis of retinal images, to detect referable diabetic retinopathy (RDR) in images taken by a minimally trained health care worker with Remidio Non-Mydriatic Fundus on Phone, a smartphone-based, nonmydriatic retinal camera. Referable diabetic retinopathy is defined as any retinopathy more severe than mild diabetic retinopathy, with or without diabetic macular edema. Design, Setting, and Participants This prospective, cross-sectional, population-based study took place from August 2018 to September 2018. Patients with diabetes mellitus who visited various dispensaries administered by the Municipal Corporation of Greater Mumbai in Mumbai, India, on a particular day were included. Interventions Three fields of the fundus (the posterior pole, nasal, and temporal fields) were photographed. The images were analyzed by an ophthalmologist and the AI system. Main Outcomes and Measures To evaluate the sensitivity and specificity of the offline automated analysis system in detecting referable diabetic retinopathy on images taken on the smartphone-based, nonmydriatic retinal imaging system by a health worker. Results Of 255 patients seen in the dispensaries, 231 patients (90.6%) consented to diabetic retinopathy screening. The major reasons for not participating were unwillingness to wait for screening and the blurring of vision that would occur after dilation. Images from 18 patients were deemed ungradable by the ophthalmologist and hence were excluded. In the remaining participants (110 female patients [51.6%] and 103 male patients [48.4%]; mean [SD] age, 53.1 [10.3] years), the sensitivity and specificity of the offline AI system in diagnosing referable diabetic retinopathy were 100.0% (95% CI, 78.2%-100.0%) and 88.4% (95% CI, 83.2%-92.5%), respectively, and in diagnosing any diabetic retinopathy were 85.2% (95% CI, 66.3%-95.8%) and 92.0% (95% CI, 97.1%-95.4%), respectively, compared with ophthalmologist grading using the same images. Conclusions and Relevance These pilot study results show promise in the use of an offline AI system in community screening for referable diabetic retinopathy with a smartphone-based fundus camera. The use of AI would enable screening for referable diabetic retinopathy in remote areas where services of an ophthalmologist are unavailable. This study was done on patients with diabetes who were visiting a dispensary that provides curative services to the population at the primary level. A study with a larger sample size may be needed to extend the results to general population screening, however."
"Artificial intelligence using deep learning to screen for referable and vision-threatening diabetic retinopathy in Africa: a clinical validation study","https://scispace.com/paper/artificial-intelligence-using-deep-learning-to-screen-for-2wl6irbfqm","2019","Journal Article","","Valentina Bellemo
Zhan Wei Lim
Gilbert Lim
Quang Duc Nguyen
Yuchen Xie
Michelle Y.T. Yip
Haslina Hamzah
Jinyi Ho
Xin Q Lee
Wynne Hsu
Mong Li Lee
Lillian Musonda
Manju Chandran
Grace Chipalo-Mutati
Mulenga Muma
Gavin Tan
Sobha Sivaprasad
Geeta Menon
Tien Yin Wong
Daniel Shu Wei Ting","10.1016/S2589-7500(19)30004-4","https://www.thelancet.com/pdfs/journals/landig/PIIS2589-7500(19)30004-4.pdf","… The lack of workers, infrastructure, and public awareness are the key challenges that need … of diabetic retinopathy in low-resource countries. Our findings suggest that the application of …","Summary Background Radical measures are required to identify and reduce blindness due to diabetes to achieve the Sustainable Development Goals by 2030. Therefore, we evaluated the accuracy of an artificial intelligence (AI) model using deep learning in a population-based diabetic retinopathy screening programme in Zambia, a lower-middle-income country. Methods We adopted an ensemble AI model consisting of a combination of two convolutional neural networks (an adapted VGGNet architecture and a residual neural network architecture) for classifying retinal colour fundus images. We trained our model on 76 370 retinal fundus images from 13 099 patients with diabetes who had participated in the Singapore Integrated Diabetic Retinopathy Program, between 2010 and 2013, which has been published previously. In this clinical validation study, we included all patients with a diagnosis of diabetes that attended a mobile screening unit in five urban centres in the Copperbelt province of Zambia from Feb 1 to June 31, 2012. In our model, referable diabetic retinopathy was defined as moderate non-proliferative diabetic retinopathy or worse, diabetic macular oedema, and ungradable images. Vision-threatening diabetic retinopathy comprised severe non-proliferative and proliferative diabetic retinopathy. We calculated the area under the curve (AUC), sensitivity, and specificity for referable diabetic retinopathy, and sensitivities of vision-threatening diabetic retinopathy and diabetic macular oedema compared with the grading by retinal specialists. We did a multivariate analysis for systemic risk factors and referable diabetic retinopathy between AI and human graders. Findings A total of 4504 retinal fundus images from 3093 eyes of 1574 Zambians with diabetes were prospectively recruited. Referable diabetic retinopathy was found in 697 (22·5%) eyes, vision-threatening diabetic retinopathy in 171 (5·5%) eyes, and diabetic macular oedema in 249 (8·1%) eyes. The AUC of the AI system for referable diabetic retinopathy was 0·973 (95% CI 0·969–0·978), with corresponding sensitivity of 92·25% (90·10–94·12) and specificity of 89·04% (87·85–90·28). Vision-threatening diabetic retinopathy sensitivity was 99·42% (99·15–99·68) and diabetic macular oedema sensitivity was 97·19% (96·61–97·77). The AI model and human graders showed similar outcomes in referable diabetic retinopathy prevalence detection and systemic risk factors associations. Both the AI model and human graders identified longer duration of diabetes, higher level of glycated haemoglobin, and increased systolic blood pressure as risk factors associated with referable diabetic retinopathy. Interpretation An AI system shows clinically acceptable performance in detecting referable diabetic retinopathy, vision-threatening diabetic retinopathy, and diabetic macular oedema in population-based diabetic retinopathy screening. This shows the potential application and adoption of such AI technology in an under-resourced African population to reduce the incidence of preventable blindness, even when the model is trained in a different population. Funding National Medical Research Council Health Service Research Grant, Large Collaborative Grant, Ministry of Health, Singapore; the SingHealth Foundation; and the Tanoto Foundation."
"Real-world﻿ artificial intelligence-based opportunistic screening for diabetic retinopathy in endocrinology and indigenous healthcare settings in Australia","https://scispace.com/paper/real-world-artificial-intelligence-based-opportunistic-cyrettvwpb","2021","Journal Article","Scientific Reports","Jane Scheetz
Dilara Koca
Myra B McGuinness
Edith E. Holloway
Zachary Tan
Zhuoting Zhu
Rod O'Day
Sukhpal S. Sandhu
Richard J MacIsaac
Christopher Gilfillan
Angus W Turner
Stuart Keel
Mingguang He","10.1038/S41598-021-94178-5","https://www.nature.com/articles/s41598-021-94178-5.pdf","… A recent survey of staff using AI-based clinical decision support tools found that their integration needs to be carefully considered to avoid poorly tailored and inappropriate tools 19 . …","This study investigated the diagnostic performance, feasibility, and end-user experiences of an artificial intelligence (AI)-assisted diabetic retinopathy (DR) screening model in real-world Australian healthcare settings. The study consisted of two components: (1) DR screening of patients using an AI-assisted system and (2) in-depth interviews with health professionals involved in implementing screening. Participants with type 1 or type 2 diabetes mellitus attending two endocrinology outpatient and three Aboriginal Medical Services clinics between March 2018 and May 2019 were invited to a prospective observational study. A single 45-degree (macula centred), non-stereoscopic, colour retinal image was taken of each eye from participants and were instantly screened for referable DR using a custom offline automated AI system. A total of 236 participants, including 174 from endocrinology and 62 from Aboriginal Medical Services clinics, provided informed consent and 203 (86.0%) were included in the analysis. A total of 33 consenting participants (14%) were excluded from the primary analysis due to ungradable or missing images from small pupils (n = 21, 63.6%), cataract (n = 7, 21.2%), poor fixation (n = 2, 6.1%), technical issues (n = 2, 6.1%), and corneal scarring (n = 1, 3%). The area under the curve, sensitivity, and specificity of the AI system for referable DR were 0.92, 96.9% and 87.7%, respectively. There were 51 disagreements between the reference standard and index test diagnoses, including 29 which were manually graded as ungradable, 21 false positives, and one false negative. A total of 28 participants (11.9%) were referred for follow-up based on new ocular findings, among whom, 15 (53.6%) were able to be contacted and 9 (60%) adhered to referral. Of 207 participants who completed a satisfaction questionnaire, 93.7% specified they were either satisfied or extremely satisfied, and 93.2% specified they would be likely or extremely likely to use this service again. Clinical staff involved in screening most frequently noted that the AI system was easy to use, and the real-time diagnostic report was useful. Our study indicates that AI-assisted DR screening model is accurate and well-accepted by patients and clinicians in endocrinology and indigenous healthcare settings. Future deployments of AI-assisted screening models would require consideration of downstream referral pathways."
"Global challenges in diabetes research and care: which way forward? An appraisal from the EASD Global Council","https://scispace.com/paper/global-challenges-in-diabetes-research-and-care-which-way-ya21gs3bhdiv","2025","Journal Article","Diabetologia","Francesco Giorgino
Fawaz Alzaïd
Anca Pantea Stoian
Juliana C.N. Chan
Linong Ji
William Lumu
Helard Manrique-Hurtado
Dı́dac Mauricio
Banshi Saboo
Peter Senior
Daisuke Yabe
Sophia Zoungas
Manuela Meireles
Chantal Mathieu
Leszek Czupryniak","10.1007/s00125-025-06504-5","https://link.springer.com/content/pdf/10.1007/s00125-025-06504-5.pdf","… and legal complexities of artificial intelligence integration are also … of data and enhanced accessibility to big data analytics to drive … of cloud computing and artificial intelligence (AI) large …","This review article, developed by the EASD Global Council, addresses the growing global challenges in diabetes research and care, highlighting the rising prevalence of diabetes, the increasing complexity of its management and the need for a coordinated international response. With regard to research, disparities in funding and infrastructure between high-income countries and low- and middle-income countries (LMICs) are discussed. The under-representation of LMIC populations in clinical trials, challenges in conducting large-scale research projects, and the ethical and legal complexities of artificial intelligence integration are also considered as specific issues. The development of global research networks and strategies for improved training, standardisation of data and enhanced accessibility to big data analytics to drive innovation and personalised medicine are recommended. With regard to diabetes care, inequalities in access to essential medications, particularly insulin and novel therapies, and disparities in healthcare infrastructure are discussed. Proposed initiatives include international support programmes, improved healthcare provider training and the inclusion of newer diabetes medications in essential drug lists. The importance of global screening programmes, a universal diabetes education curriculum and standardised healthcare checklists is also emphasised. Regarding healthcare organisation, the development of national diabetes registers, benchmarking performance across regions and strengthening international collaborations are highly advised. The role of diabetes specialists as care coordinators and the need for structured assessments to improve early intervention and long-term outcomes are also discussed. Ultimately, the EASD Global Council urges action for a unified, global approach to diabetes research and care to bridge the gap between scientific innovation and clinical practice, ensuring equitable healthcare worldwide. "
"The role of artificial intelligence in diabetic retinopathy screening in type 1 diabetes: A systematic review","https://scispace.com/paper/the-role-of-artificial-intelligence-in-diabetic-retinopathy-crdgeads4j5e","2025","Journal Article","Journal of Diabetes and Its Complications","Francesco Sacchini
Stefano Mancin
Giovanni Cangelosi
Sara Morales Palomares
Gabriele Caggianelli
Francesco Gravante
Fabio Petrelli","10.1016/j.jdiacomp.2025.109139","https://pubblicazioni.unicam.it/bitstream/11581/495127/1/1-s2.0-S1056872725001928-main%283%29.pdf","… Diabetic retinopathy (DR) is one of the leading causes of blindness in adults worldwide and … 1 (T1D) and type 2 (T2D) diabetes. Artificial Intelligence (AI) offers a promising opportunity to …",""
"Pivotal trial of an autonomous AI-based diagnostic system for detection of diabetic retinopathy in primary care offices","https://scispace.com/paper/pivotal-trial-of-an-autonomous-ai-based-diagnostic-system-4zfxnd4bdv","2018","Journal Article","","Michael D. Abràmoff
Philip T. Lavin
Michele Birch
Nilay Shah
James C. Folk
James C. Folk","10.1038/S41746-018-0040-6","https://www.nature.com/articles/s41746-018-0040-6.pdf","… and accessibility but FDA, until recently, had never authorized an autonomous AI diagnostic … use case that removes the requirement for review by human experts), instantaneous image …","Artificial Intelligence (AI) has long promised to increase healthcare affordability, quality and accessibility but FDA, until recently, had never authorized an autonomous AI diagnostic system. This pivotal trial of an AI system to detect diabetic retinopathy (DR) in people with diabetes enrolled 900 subjects, with no history of DR at primary care clinics, by comparing to Wisconsin Fundus Photograph Reading Center (FPRC) widefield stereoscopic photography and macular Optical Coherence Tomography (OCT), by FPRC certified photographers, and FPRC grading of Early Treatment Diabetic Retinopathy Study Severity Scale (ETDRS) and Diabetic Macular Edema (DME). More than mild DR (mtmDR) was defined as ETDRS level 35 or higher, and/or DME, in at least one eye. AI system operators underwent a standardized training protocol before study start. Median age was 59 years (range, 22-84 years); among participants, 47.5% of participants were male; 16.1% were Hispanic, 83.3% not Hispanic; 28.6% African American and 63.4% were not; 198 (23.8%) had mtmDR. The AI system exceeded all pre-specified superiority endpoints at sensitivity of 87.2% (95% CI, 81.8-91.2%) (>85%), specificity of 90.7% (95% CI, 88.3-92.7%) (>82.5%), and imageability rate of 96.1% (95% CI, 94.6-97.3%), demonstrating AI's ability to bring specialty-level diagnostics to primary care settings. Based on these results, FDA authorized the system for use by health care providers to detect more than mild DR and diabetic macular edema, making it, the first FDA authorized autonomous AI diagnostic system in any field of medicine, with the potential to help prevent vision loss in thousands of people with diabetes annually. ClinicalTrials.gov NCT02963441."
"Evaluation of artificial intelligence–based grading of diabetic retinopathy in primary care","https://scispace.com/paper/evaluation-of-artificial-intelligence-based-grading-of-49vzoscp5d","2018","Journal Article","","Yogesan Kanagasingam
Yogesan Kanagasingam
Di Xiao
Janardhan Vignarajan
Amita Preetham
Mei-Ling Tay-Kearney
Ateev Mehrotra","10.1001/JAMANETWORKOPEN.2018.2665","https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2703944/Kanagasingam_2018_oi_180132.pdf","… images), the AI system judged 17 as having diabetic retinopathy of … with true disease (severe diabetic retinopathy), the positive … the promise and challenges of using AI systems to identify …","Importance There has been wide interest in using artificial intelligence (AI)–based grading of retinal images to identify diabetic retinopathy, but such a system has never been deployed and evaluated in clinical practice. Objective To describe the performance of an AI system for diabetic retinopathy deployed in a primary care practice. Design, Setting, and Participants Diagnostic study of patients with diabetes seen at a primary care practice with 4 physicians in Western Australia between December 1, 2016, and May 31, 2017. A total of 193 patients consented for the study and had retinal photographs taken of their eyes. Three hundred eighty-six images were evaluated by both the AI-based system and an ophthalmologist. Main Outcomes and Measures Sensitivity and specificity of the AI system compared with the gold standard of ophthalmologist evaluation. Results Of the 193 patients (93 [48%] female; mean [SD] age, 55 [17] years [range, 18-87 years]), the AI system judged 17 as having diabetic retinopathy of sufficient severity to require referral. The system correctly identified 2 patients with true disease and misclassified 15 as having disease (false-positives). The resulting specificity was 92% (95% CI, 87%-96%), and the positive predictive value was 12% (95% CI, 8%-18%). Many false-positives were driven by inadequate image quality (eg, dirty lens) and sheen reflections. Conclusions and Relevance The results demonstrate both the potential and the challenges of using AI systems to identify diabetic retinopathy in clinical practice. Key challenges include the low incidence rate of disease and the related high false-positive rate as well as poor image quality. Further evaluations of AI systems in primary care are needed."
