"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Shifting machine learning for healthcare from development to deployment and from models to data","https://scispace.com/paper/shifting-machine-learning-for-healthcare-from-development-to-2qfm553f","2022","Journal Article","Nature Biomedical Engineering","Angela Zhang
Lei Xing
James Zou
Joseph C. Wu","10.1038/s41551-022-00898-y","https://scispace.com/pdf/shifting-machine-learning-for-healthcare-from-development-to-2qfm553f.pdf","… In 2018, iDX-DR, which detects diabetic retinopathy, was the first … clinical dataset to accomplish a wide spectrum of healthcare tasks 3,37,121,122 . Until recently, robust transfer learning …","In the past decade, the application of machine learning (ML) to healthcare has helped drive the automation of physician tasks as well as enhancements in clinical capabilities and access to care. This progress has emphasized that, from model development to model deployment, data play central roles. In this Review, we provide a data-centric view of the innovations and challenges that are defining ML for healthcare. We discuss deep generative models and federated learning as strategies to augment datasets for improved model performance, as well as the use of the more recent transformer models for handling larger datasets and enhancing the modelling of clinical text. We also discuss data-focused problems in the deployment of ML, emphasizing the need to efficiently deliver data to ML models for timely clinical predictions and to account for natural data shifts that can deteriorate model performance. "
"Diabetes prediction using machine learning and explainable AI techniques","https://scispace.com/paper/diabetes-prediction-using-machine-learning-and-explainable-cvwfgi29","2022","Journal Article","Healthcare technology letters","Isfafuzzaman Tasin
Tansin Ullah Nabil
Sanjida Islam
Riasat Khan","10.1049/htl2.12039","https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/htl2.12039","… mellitus, especially during its initial development, is challenging for medical professionals. … The model deployment has been done with Spyder, a Python environment platform that works …","Globally, diabetes affects 537 million people, making it the deadliest and the most common non-communicable disease. Many factors can cause a person to get affected by diabetes, like excessive body weight, abnormal cholesterol level, family history, physical inactivity, bad food habit etc. Increased urination is one of the most common symptoms of this disease. People with diabetes for a long time can get several complications like heart disorder, kidney disease, nerve damage, diabetic retinopathy etc. But its risk can be reduced if it is predicted early. In this paper, an automatic diabetes prediction system has been developed using a private dataset of female patients in Bangladesh and various machine learning techniques. The authors used the Pima Indian diabetes dataset and collected additional samples from 203 individuals from a local textile factory in Bangladesh. Feature selection algorithm mutual information has been applied in this work. A semi-supervised model with extreme gradient boosting has been utilized to predict the insulin features of the private dataset. SMOTE and ADASYN approaches have been employed to manage the class imbalance problem. The authors used machine learning classification methods, that is, decision tree, SVM, Random Forest, Logistic Regression, KNN, and various ensemble techniques, to determine which algorithm produces the best prediction results. After training on and testing all the classification models, the proposed system provided the best result in the XGBoost classifier with the ADASYN approach with 81% accuracy, 0.81 F1 coefficient and AUC of 0.84. Furthermore, the domain adaptation method has been implemented to demonstrate the versatility of the proposed system. The explainable AI approach with LIME and SHAP frameworks is implemented to understand how the model predicts the final results. Finally, a website framework and an Android smartphone application have been developed to input various features and predict diabetes instantaneously. The private dataset of female Bangladeshi patients and programming codes are available at the following link: https://github.com/tansin-nabil/Diabetes-Prediction-Using-Machine-Learning."
"Leveraging XGBoost and explainable AI for accurate prediction of type 2 diabetes","https://scispace.com/paper/z8ZddhS9T4YJ","","","","Z Rafie
MS Talab
BEZ Koor
A Garavand","","https://link.springer.com/content/pdf/10.1186/s12889-025-24953-w.pdf","… aimed to develop and interpret robust machine learning (ML) … of interpretable and high‑performance models in clinical … improve transparency and trust in diabetes risk assessment. …",""
"Adversarial multi-source transfer learning in healthcare: Application to glucose prediction for diabetic people","https://scispace.com/paper/adversarial-multi-source-transfer-learning-in-healthcare-2yarbgkpdn","2020","Posted Content","arXiv: Computer Vision and Pattern Recognition","Maxime De Bois
Mounim A. El Yacoubi
Mehdi Ammi","","https://www.sciencedirect.com/science/article/am/pii/S0169260720317077","… Background and objectives: Deep learning has yet to … We apply this idea to glucose forecasting for diabetic people … , we show that the statistical and clinical accuracies can be further …","Deep learning has yet to revolutionize general practices in healthcare, despite promising results for some specific tasks This is partly due to data being in insufficient quantities hurting the training of the models To address this issue, data from multiple health actors or patients could be combined by capitalizing on their heterogeneity through the use of transfer learning 
To improve the quality of the transfer between multiple sources of data, we propose a multi-source adversarial transfer learning framework that enables the learning of a feature representation that is similar across the sources, and thus more general and more easily transferable We apply this idea to glucose forecasting for diabetic people using a fully convolutional neural network The evaluation is done by exploring various transfer scenarios with three datasets characterized by their high inter and intra variability 
While transferring knowledge is beneficial in general, we show that the statistical and clinical accuracies can be further improved by using of the adversarial training methodology, surpassing the current state-of-the-art results In particular, it shines when using data from different datasets, or when there is too little data in an intra-dataset situation To understand the behavior of the models, we analyze the learnt feature representations and propose a new metric in this regard Contrary to a standard transfer, the adversarial transfer does not discriminate the patients and datasets, helping the learning of a more general feature representation 
The adversarial training framework improves the learning of a general feature representation in a multi-source environment, enhancing the knowledge transfer to an unseen target 
The proposed method can help improve the efficiency of data shared by different health actors in the training of deep models"
"Transfer learning for automated OCTA detection of diabetic retinopathy","https://scispace.com/paper/transfer-learning-for-automated-octa-detection-of-diabetic-4g5x41na6b","2019","Posted Content","arXiv: Quantitative Methods","David Le
Minhaj Alam
Cham K. Yao
Jennifer I. Lim
Robison Vernon Paul Chan
Devrim Toslak
Xincheng Yao","","https://tvst.arvojournals.org/arvo/content_public/journal/tvst/938366/i2164-2591-656-1-1965.pdf","… principle, deep learning may provide a simple solution to fostering clinical deployment of AI … One limitation of this study (and deep learning in general) is the lack of interpretability. The …","Purpose: To test the feasibility of using deep learning for optical coherence tomography angiography (OCTA) detection of diabetic retinopathy (DR). Methods: A deep learning convolutional neural network (CNN) architecture VGG16 was employed for this study. A transfer learning process was implemented to re-train the CNN for robust OCTA classification. In order to demonstrate the feasibility of using this method for artificial intelligence (AI) screening of DR in clinical environments, the re-trained CNN was incorporated into a custom developed GUI platform which can be readily operated by ophthalmic personnel. Results: With last nine layers re-trained, CNN architecture achieved the best performance for automated OCTA classification. The overall accuracy of the re-trained classifier for differentiating healthy, NoDR, and NPDR was 87.27%, with 83.76% sensitivity and 90.82% specificity. The AUC metrics for binary classification of healthy, NoDR and DR were 0.97, 0.98 and 0.97, respectively. The GUI platform enabled easy validation of the method for AI screening of DR in a clinical environment. Conclusion: With a transfer leaning process to adopt the early layers for simple feature analysis and to re-train the upper layers for fine feature analysis, the CNN architecture VGG16 can be used for robust OCTA classification of healthy, NoDR, and NPDR eyes. Translational Relevance: OCTA can capture microvascular changes in early DR. A transfer learning process enables robust implementation of convolutional neural network (CNN) for automated OCTA classification of DR."
"Developing a transparent diagnosis model for diabetic retinopathy using explainable AI","https://scispace.com/paper/developing-a-transparent-diagnosis-model-for-diabetic-5bs86kgyk1rr","2024","Journal Article","IEEE Access","Tariq Shahzad
Muhammad Saleem
Muhammad Farooq
Sagheer Abbas
Muhammad Adnan Khan
Khmaies Ouahada","10.1109/access.2024.3475550","https://ieeexplore.ieee.org/iel8/6287639/6514899/10706847.pdf","… the interpretability of the models to help clinicians understand … XAI with deep learning models as a way of identifying diabetic … Sood, ‘‘Transfer learning based robust automatic detection …","Diabetic retinopathy is a leading cause of vision complications and partially sighted which pose considerable diagnostic difficulties because of its diverse and varying symptoms. Some of them include the fact that the disease displays a non-uniform pattern, where patients present different symptoms; the requirement of highly qualified specialists to interpret the images of the fundus; the risk of errors in the interpretation of images or their inconsistency; and the absence of clear morphological signs often makes early diagnosis unlikely. Traditional diagnosis mostly rely on the expert interpretation of retinal images, which can lead to bias and inaccuracy; highlighting the need for improved diagnostic methods. Although traditional Artificial Intelligence (AI) methods enhance the diagnostic capabilities remarkably, their black box nature and information opacity restrict healthcare providers to comprehend the reasoning framework of the AI to build trust and optimize its usage in practice. Explainable AI (XAI) is an emerging approach that addresses the black-box problem by improving the interpretability of models, which allows users to understand the logic behind certain decisions. This research proposed a diagnosis model for detecting diabetic retinopathy using XAI approaches that increases the interpretability of the models to help clinicians understand the reasons behind the decisions. The proposed model is used to enhance diagnostic accuracy, offer comprehensible, and concise insights regarding the diagnostics. The convergence history plots of the proposed model validate the learning process to achieve 94% better diagnostic accuracy than traditional methods while improving interpretability and applicability in healthcare settings, indicating improvement in accuracy and loss reduction."
"Machine learning in precision diabetes care and cardiovascular risk prediction","https://scispace.com/paper/machine-learning-in-precision-diabetes-care-and-1d2wex6ls2","2023","","Cardiovascular Diabetology","Evangelos K Oikonomou
Rohan Khera","10.1186/s12933-023-01985-3","https://link.springer.com/content/pdf/10.1186/s12933-023-01985-3.pdf","… We also identify key issues in equity and bias mitigation in healthcare and discuss … medical artificial intelligence products in transforming cardiovascular care and outcomes in diabetes. …","Abstract Artificial intelligence and machine learning are driving a paradigm shift in medicine, promising data-driven, personalized solutions for managing diabetes and the excess cardiovascular risk it poses. In this comprehensive review of machine learning applications in the care of patients with diabetes at increased cardiovascular risk, we offer a broad overview of various data-driven methods and how they may be leveraged in developing predictive models for personalized care. We review existing as well as expected artificial intelligence solutions in the context of diagnosis, prognostication, phenotyping, and treatment of diabetes and its cardiovascular complications. In addition to discussing the key properties of such models that enable their successful application in complex risk prediction, we define challenges that arise from their misuse and the role of methodological standards in overcoming these limitations. We also identify key issues in equity and bias mitigation in healthcare and discuss how the current regulatory framework should ensure the efficacy and safety of medical artificial intelligence products in transforming cardiovascular care and outcomes in diabetes. "
"Artificial intelligence and machine learning for improving glycemic control in diabetes: best practices, pitfalls, and opportunities","https://scispace.com/paper/artificial-intelligence-and-machine-learning-for-improving-52no2s7yey","2023","Journal Article","IEEE Reviews in Biomedical Engineering","Peter G. Jacobs
Pau Herrero
Andrea Facchinetti
Josep Vehı́
Boris Kovatchev
Marc D. Breton
Ali Çιnar
Konstantina S. Nikita
Francis J. Doyle
Jorge Bondía
Tadej Battelino
Jessica R. Castle
Konstantia Zarkogianni
Rahul Narayan
Clara Mosquera-Lopez","10.1109/rbme.2023.3331297","https://ieeexplore.ieee.org/iel7/4664312/10398544/10313965.pdf","… for machine learning practitioners in the field of diabetes, … importance of clinical accuracy, explainability, interpretability, and … used in machine learning applications in diabetes glucose …","<italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Objective:</i> Artificial intelligence and machine learning are transforming many fields including medicine. In diabetes, robust biosensing technologies and automated insulin delivery therapies have created a substantial opportunity to improve health. While the number of manuscripts addressing the topic of applying machine learning to diabetes has grown in recent years, there has been a lack of consistency in the methods, metrics, and data used to train and evaluate these algorithms. This manuscript provides consensus guidelines for machine learning practitioners in the field of diabetes, including best practice recommended approaches and warnings about pitfalls to avoid. <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Methods:</i> Algorithmic approaches are reviewed and benefits of different algorithms are discussed including importance of clinical accuracy, explainability, interpretability, and personalization. We review the most common features used in machine learning applications in diabetes glucose control and provide an open-source library of functions for calculating features, as well as a framework for specifying data sets using data sheets. A review of current data sets available for training algorithms is provided as well as an online repository of data sources. <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Significance:</i> These consensus guidelines are designed to improve performance and translatability of new machine learning algorithms developed in the field of diabetes for engineers and data scientists. "
"… diabetic retinopathy diagnosis through advanced deep learning techniques: Harnessing the power of GAN model with transfer learning and the DiaGAN-CNN model","https://scispace.com/paper/29kgVFN8ubMJ","","","","MR Shoaib
HM Emara
AS Mubarak
OA Omer","","","… Diabetic Retinopathy (DR) presents a substantial risk to … deep learning techniques, particularly transfer learning. As a … The DiaGAN-CNN-16 model leverages transfer learning and an …",""
"Enhancing early detection of diabetic retinopathy through the integration of deep learning models and explainable artificial intelligence","https://scispace.com/paper/enhancing-early-detection-of-diabetic-retinopathy-through-3ul5ldh749","2024","Journal Article","IEEE Access","Kazi Ahnaf Alavee
Mehedi Hasan
Abu Hasnayen Zillanee
Moin Mostakim
Jia Uddin
Eduardo René Silva Alvarado
Isabel de la Torre Díez
Imran Ashraf
Md Abdus Samad","10.1109/access.2024.3405570","https://ieeexplore.ieee.org/iel7/6287639/6514899/10539012.pdf","… cutting-edge deep learning and machine learning models. … that the application of deep learning in the medical realm is … in transfer learning, machine learning, and deep learning, in …",""
