"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Transforming diabetic retinopathy care with artificial intelligence","https://scispace.com/paper/transforming-diabetic-retinopathy-care-with-artificial-2dx36wp3tk4c","2024","Journal Article","","Shashidhar K.N
Harish R
Prabhavathi. K","10.58532/v3bdms16p1ch1","","Artificial intelligence (AI) has the potential to transform the care of diabetic retinopathy, a leading cause of vision loss in individuals with diabetes. The article highlights the transformative potential of AI in diabetic retinopathy diagnosis, risk stratification, treatment guidance, and prognosis. AI algorithms, including machine learning and deep learning models, have shown remarkable accuracy in diagnosing diabetic retinopathy and can aid in screening programs, optimizing efficiency and scalability. AI-based systems enable risk stratification, personalized treatment plans, and continuous monitoring of disease progression and treatment response, improving patient outcomes. However, ethical considerations, regulatory challenges, and the need for data standardization and algorithm interpretability must be addressed to ensure responsible implementation of AI. The integration of AI into diabetic retinopathy management holds promise for personalized medicine and reducing the burden of vision loss, but further research and collaboration are needed to overcome challenges and fully leverage AI's potential. ","Artificial intelligence transforms diabetic retinopathy care through accurate diagnosis, risk stratification, personalized treatment, and continuous monitoring, but requires addressing ethical considerations, regulatory challenges, and data standardization for responsible implementation and optimal patient outcomes."
"Leveraging Artificial Intelligence and Wearable Technologies in Glucose Managenment: A Comprehensive Scoping Review of Current Trends and Future Directions","https://scispace.com/paper/leveraging-artificial-intelligence-and-wearable-technologies-kn1ywmq7j1py","2025","Journal Article","International journal of environmental sciences","Komal Dandge
Manisha Kumawat
Parul Jadhav","10.64252/a6fbg258","","The integration of artificial intelligence (AI) and machine learning (ML) with wearable health monitoring systems presents transformative opportunities for advancing diabetes management. This paper delivers an in-depth review of state-of-the-art AI/MLmethodologies applied to wearable sensor technology, focusing on noninvasive techniques for real- time blood glucose monitoring. Inparticular, we investigate the utility of wrist-worn photoplethysmography (PPG) signals for blood glucose estimation and assess IoTenabled continuous glucose monitoring (CGM) systems. A systematic literature search was conducted across prominent databases such as IEEE Xplore, PubMed, Scopus, and Web of Science. Studies were meticulously selected based on stringent criteria including technological innovation, methodological rigor, and clinical relevance. Our synthesis reveals significant progress in the accuracy, computational efficiency, and practical deployment of AI/ML algorithms in diabetes monitoring, while also identifying persistent challenges related to signal noise reduction, data heterogeneity, and sensor integration. The review further discusses the potential of these advanced technologies to enable early diagnosis, facilitate personalized treatment strategies, and ultimately improve patient outcomes. These insights underscore the critical need for continued interdisciplinary research and collaboration to overcome existing limitations and to drive the successful translation of these innovations into clinical practice. ","This scoping review synthesizes AI/ML methodologies with wearable sensor technology for non-invasive real-time blood glucose monitoring, highlighting advancements in accuracy, efficiency, and deployment, while identifying challenges and potential for early diagnosis and personalized treatment."
"Diabetes detection and prediction through a multimodal artificial intelligence framework","https://scispace.com/paper/diabetes-detection-and-prediction-through-a-multimodal-xibfmvut465n","2025","Journal Article","Indonesian Journal of Electrical Engineering and Computer Science","Gururaj N. Kulkarni
Kelapati Kelapati","10.11591/ijeecs.v38.i1.pp459-468","","Diabetes detection and prediction are crucial in modern healthcare, requiring advanced methodologies and comprehensive data analysis. This study aims to review the application of multi-parameters and artificial intelligence (AI) techniques in diabetes assessment, identify existing research limitations and gaps, and propose a novel multimodal framework for enhanced detection and prediction. The research objectives include evaluating current AI methodologies, analyzing multi-parameter integration, and addressing challenges in early detection and model evaluation. The study utilizes a systematic review approach, analyzing recent literature on AI-based diabetes detection and prediction, focusing on diverse data sources and machine learning (ML) techniques. Findings reveal a significant lack of integration of diverse data sources, limited focus on early detection strategies, and challenges in model evaluation. The study concludes with a proposed innovative framework for more accurate and personalized diabetes detection, contributing to the advancement of diabetes research and highlighting the potential of AI-driven healthcare interventions. This research underscores the importance of comprehensive data integration and robust evaluation methods in enhancing diabetes detection and prediction. ","This study reviews AI-based diabetes detection and prediction methods, identifies research gaps, and proposes a novel multimodal framework for enhanced detection and prediction, emphasizing comprehensive data integration and robust evaluation methods for improved accuracy and personalization."
"Deep Learning for Diabetic Retinopathy Detection: A Review of Multimodal Data Fusion Approaches","https://scispace.com/paper/deep-learning-for-diabetic-retinopathy-detection-a-review-of-1bidhjb5msjz","2025","Journal Article","","Kartina Diah Kesuma Wardhani
Shahreen Kasim
Rohayanti Hassan
Rahmat Hidayat
Khaled Mahmud Sujon","10.21203/rs.3.rs-7196434/v1","https://scispace.compdf/deep-learning-for-diabetic-retinopathy-detection-a-review-of-1bidhjb5msjz.pdf","<title>Abstract</title> Diabetic retinopathy (DR) is a diabetes-induced eye disease that affects the blood vessels of the retina, and a lack of proper DR detection could result in the loss of vision. Although deep learning (DL) has successfully analyzed single-modality medical data, DR diagnosis often requires interpreting diverse information such as retinal imaging and clinical data. Multimodal data fusion has the potential to accommodate robust and complementary information between these sources for more accurate diagnostic decisions. However, DR detection using deep learning-based multimodal fusion is still challenging and underdeveloped. This review investigates recent advances in applying DL techniques to multimodal DR detection , focusing on model architecture, modality combinations, fusion strategies, and performance metrics. Among these architectures, convolutional neural networks (CNNs) are the most popular, and the fusion of fundus images with OCT or 1 EHR data is the most common pairing. Early and joint fusion strategies dominate, while model performance is typically assessed using accuracy, AUC, sensitivity, and F1-score. Despite promising progress, the field still faces challenges including modality heterogeneity, lack of standardized multimodal datasets, and limited model interpretability. Emerging trends point toward hybrid architecture, attention mechanisms, and self-supervised learning as potential solutions. This review highlights current developments and outlines future directions to support the design of scalable, generalizable, and clinically applicable multimodal DL systems for DR detection. ","This review examines deep learning-based multimodal fusion approaches for diabetic retinopathy detection, highlighting recent advances in model architecture, modality combinations, and performance metrics, while identifying challenges and emerging trends in the field."
"Diabetes and artificial intelligence beyond the closed loop: a review of the landscape, promise and challenges.","https://scispace.com/paper/diabetes-and-artificial-intelligence-beyond-the-closed-loop-1yju2pdvuu","2023","","Diabetologia","Scott C. Mackenzie
Chris A R Sainsbury
Deborah J Wake","10.1007/s00125-023-06038-8","","Abstract The discourse amongst diabetes specialists and academics regarding technology and artificial intelligence (AI) typically centres around the 10% of people with diabetes who have type 1 diabetes, focusing on glucose sensors, insulin pumps and, increasingly, closed-loop systems. This focus is reflected in conference topics, strategy documents, technology appraisals and funding streams. What is often overlooked is the wider application of data and AI, as demonstrated through published literature and emerging marketplace products, that offers promising avenues for enhanced clinical care, health-service efficiency and cost-effectiveness. This review provides an overview of AI techniques and explores the use and potential of AI and data-driven systems in a broad context, covering all diabetes types, encompassing: (1) patient education and self-management; (2) clinical decision support systems and predictive analytics, including diagnostic support, treatment and screening advice, complications prediction; and (3) the use of multimodal data, such as imaging or genetic data. The review provides a perspective on how data- and AI-driven systems could transform diabetes care in the coming years and how they could be integrated into daily clinical practice. We discuss evidence for benefits and potential harms, and consider existing barriers to scalable adoption, including challenges related to data availability and exchange, health inequality, clinician hesitancy and regulation. Stakeholders, including clinicians, academics, commissioners, policymakers and those with lived experience, must proactively collaborate to realise the potential benefits that AI-supported diabetes care could bring, whilst mitigating risk and navigating the challenges along the way. Graphical Abstract ","This review provides an overview of AI techniques and explores the use and potential of AI and data-driven systems in a broad context, covering all diabetes types, encompassing: patient education and self-management; clinical decision support systems and predictive analytics; and the use of multimodal data."
"Deep Learning-based Method in Multimodal Data for Diabetic Retinopathy Detection","https://scispace.com/paper/deep-learning-based-method-in-multimodal-data-for-diabetic-4ze0rarc8ljd","2024","Journal Article","International Journal on Advanced Science, Engineering and Information Technology","Kartina Diah Kesuma Wardhani
Shahreen Kasim
Aldo Erianda
Rohayanti Hassan","10.18517/ijaseit.14.5.11677","","Diabetic retinopathy (DR) is a complex condition, and incorporating information from multiple sources, such as patient history, laboratory results, or genetic data, can enhance understanding. An ophthalmologist or an automated system can identify DR through manual examination. The automatic detection of diabetic retinopathy has become a preferred choice for patients and healthcare providers due to its cost-effectiveness and time efficiency. The novelty of this research lies in developing a model for predicting diabetic retinopathy using multimodal data fusion, incorporating fundus retinal images, optical coherence tomography (OCT), and electronic health records (EHR) through an early fusion technique implemented in a Long Short-Term Memory (LSTM) network. Our model, which utilizes an early fusion of multimodal data with Local Binary Pattern (LBP), has demonstrated the best performance, achieving an AUC value of 0.99. This high accuracy indicates that integrating information from various data sources can significantly improve the capability of the model in detecting both positive and negative cases of diabetic retinopathy, instilling confidence in the reliability of our findings.","This study develops a deep learning-based method for diabetic retinopathy detection using multimodal data fusion, including fundus images, OCT, and EHR, achieving an AUC value of 0.99 with high accuracy and reliability."
"Multimodal Approach for Diabetic Retinopathy Detection Using Deep Learning and Clinical Data Fusion","https://scispace.com/paper/multimodal-approach-for-diabetic-retinopathy-detection-using-jvwualaqnoxq","","","","Karthikeyan S
Selva Sangeeth S
Sreeja GG
Sivasanjeev R
Srimathi M","10.1109/icces63552.2024.10859974","","A novel multimodal diabetic retinopathy (DR) diagnosis method is proposed that addresses the most common and time-consuming limitations of traditional diagnosis methods. This approach combines deep learning techniques with medical data fusion to integrate retinal images with important measurements such as glucose levels, blood pressure, and diabetes duration. The model uses convolutional neural networks (CNN) for high-level image analysis and multilayer perceptrons (MLP) to process medical data, and achieves fusion through integration. Compared with image-only models, this principle improves performance metrics including optimization, recall, and classification accuracy. Through the use of visualization and therapy, this approach provides large-scale and flexible solutions for many clinical environments. This study demonstrates the various aspects of multidisciplinary work in the diagnosis of DR, paving the way for better patient outcomes and setting a new standard for integration into expert clinical practice in medicine. Future work will focus on expanding the data, developing the translational model and exploring real-world applications.","A novel multimodal approach combines deep learning and clinical data fusion to diagnose diabetic retinopathy, integrating retinal images with medical data, achieving improved performance metrics and paving the way for better patient outcomes and expert clinical practice."
"Beyond Vision: Unveiling The Potential of AI and IOT in Diabetic Retinopathy Diagnosis","https://scispace.com/paper/beyond-vision-unveiling-the-potential-of-ai-and-iot-in-1kfkv22sdhl6","2024","Journal Article","","Binoy Sugatha Bhuvanachandran
A. M Anusha Bhamini
D. Brindha","10.1109/iccpct61902.2024.10673120","","In recent years, the integration of Artificial Intelligence (AI) and the Internet of Things (IoT) has shown tremendous potential for transformative advancements in healthcare. Traditional diagnostic methods for DR often fall short in providing timely and accurate assessments, emphasizing the critical need for innovative approaches. With the prevalence of diabetes escalating globally, the need for accurate and timely diagnosis of Diabetic Retinopathy (DR) has become imperative. The proposed study aims to critically examine existing literature, methodologies, and advancements in the utilization of AI algorithms for image analysis and IoT for seamless data connectivity in the scenario of DR diagnosis. The review focuses on recent research efforts that leverage AI for robust image analysis and classification of DR stages, considering the dynamic landscape of medical imaging technologies. Additionally, it delves into studies incorporating IoT to enhance connectivity, facilitate real-time data transfer, and leverage cloud computing for efficient and scalable processing. The synthesis of these technologies holds promise for the development of an intelligent diagnostic system that not only detects DR but also classifies its various stages with precision. This review seeks to uncover gaps in the research by doing a thorough investigation of the current literature, challenges, and opportunities in the current landscape of AI and IoT applications in diabetic retinopathy diagnosis. The exploration of methodologies, advantages, and limitations in the proposed intelligent systems will contribute to a better grasp of the state-of-the-art in this evolving field. Ultimately, this study seeks to provide valuable insights for researchers, clinicians, and policymakers, fostering advancements in the development of effective and accessible tools for the timely detection and treatment of diabetic retinopathy.","This study reviews AI and IoT applications in Diabetic Retinopathy diagnosis, examining AI algorithms for image analysis and IoT for seamless data connectivity, aiming to develop an intelligent diagnostic system for timely and accurate DR detection and classification."
"A multimodal deep learning architecture for predicting interstitial glucose for effective type 2 diabetes management","https://scispace.com/paper/a-multimodal-deep-learning-architecture-for-predicting-8t2ekzhehdu6","2025","Journal Article","Dental science reports","Muhammad Salman Haleem
Daphne N. Katsarou
Eleni I. Georga
George Dafoulas
Αlexandra Bargiota
Laura Lopez-Perez
Miguel Rujas
Giuseppe Fico
Leandro Pecchia
Dimitrios I. Fotiadis","10.1038/s41598-025-07272-3","","Abstract The accurate prediction of blood glucose is critical for the effective management of diabetes. Modern continuous glucose monitoring (CGM) technology enables real-time acquisition of interstitial glucose concentrations, which can be calibrated against blood glucose measurements. However, a key challenge in the effective management of type 2 diabetes lies in forecasting critical events driven by glucose variability. While recent advances in deep learning enable modeling of temporal patterns in glucose fluctuations, most of the existing methods rely on unimodal inputs and fail to account for individual physiological differences that influence interstitial glucose dynamics. These limitations highlight the need for multimodal approaches that integrate additional personalized physiological information. One of the primary reasons for multimodal approaches not being widely studied in this field is the bottleneck associated with the availability of subjects’ health records. In this paper, we propose a multimodal approach trained on sequences of CGM values and enriched with physiological context derived from health records of 40 individuals with type 2 diabetes. The CGM time series were processed using a stacked Convolutional Neural Network (CNN) and a Bidirectional Long Short-Term Memory (BiLSTM) network followed by an attention mechanism. The BiLSTM learned long-term temporal dependencies, while the CNN captured local sequential features. Physiological heterogeneity was incorporated through a separate pipeline of neural networks that processed baseline health records and was later fused with the CGM modeling stream. To validate our model, we utilized CGM values of 30 min sampled with a moving window of 5 min to predict the CGM values with a prediction horizon of (a) 15 min, (b) 30 min, and (c) 60 min. We achieved the multimodal architecture prediction results with Mean Absolute Point Error (MAPE) between 14 and 24 mg/dL, 19–22 mg/dL, 25–26 mg/dL in case of Menarini sensor and 6–11 mg/dL, 9–14 mg/dL, 12–18 mg/dL in case of Abbot sensor for 15, 30 and 60 min prediction horizon respectively. The results suggested that the proposed multimodal model achieved higher prediction accuracy compared to unimodal approaches; with upto 96.7% prediction accuracy; supporting its potential as a generalizable solution for interstitial glucose prediction and personalized management in the type 2 diabetes population. ","This study proposes a multimodal deep learning architecture that integrates continuous glucose monitoring data with physiological context from health records to predict interstitial glucose levels in type 2 diabetes patients with high accuracy (up to 96.7%) and low error (MAPE 6-26 mg/dL)."
"A Multi-modal Deep Learning Approach for Predicting Type 2 Diabetes Complications: Early Warning System Design and Implementation","https://scispace.com/paper/a-multi-modal-deep-learning-approach-for-predicting-type-2-5nnb3lvqkzpo","2024","Journal Article","Journal of improved oil and gas recovery technology","Ke Xiong
Guanghe Cao
Ming Jin
Biao Ye","10.53469/wjimt.2024.07(06).15","","This paper presents a novel multi-modal deep learning framework for early prediction of Type 2 Diabetes (T2D) complications through an advanced early warning system. The proposed architecture integrates multiple data modalities including clinical measurements, laboratory results, and temporal patient data through a sophisticated attention-based fusion mechanism. The system implements specialized preprocessing techniques for different data modalities and employs an innovative feature extraction pipeline for comprehensive risk assessment. Experimental validation was conducted on a dataset comprising 15,847 patients collected over five years from multiple medical centres. The framework achieved 94.7% prediction accuracy with a 72-hour warning window, demonstrating superior performance compared to existing approaches. The implementation of adaptive threshold mechanisms reduced false positive rates to 4.8% while maintaining 93.8% sensitivity and 95.2% specificity. The system's effectiveness was validated through prospective testing on an independent cohort of 3,245 patients, showing robust performance across diverse patient populations. The attention-based fusion mechanism demonstrated a 15% improvement in prediction accuracy compared to conventional approaches. This research contributes to the advancement of medical artificial intelligence through interpretable deep learning models, providing healthcare practitioners with insights into the decision-making process while maintaining high prediction accuracy for early intervention in T2D complications management. ","This study presents a multi-modal deep learning framework for early prediction of Type 2 Diabetes complications, achieving 94.7% accuracy with a 72-hour warning window, and demonstrates superior performance compared to existing approaches with adaptive threshold mechanisms."
